date,minimum,maximum,range,mean,std
2021-04-13,5.00007629395,20.2071800232,15.2071037292,8.01989307374,3.38987520346
2021-04-14,3.34515357018,12.2210731506,8.87591958046,5.65587490356,1.51674188253
2021-04-15,0.0551316775382,0.210932463408,0.155800785869,0.122464029291,0.0163953659074
2021-04-16,0.013138175942,0.0999991595745,0.0868609836325,0.0744335264238,0.0223674486823
2021-04-17,0.0116671398282,0.0999992415309,0.0883321017027,0.0747577578554,0.0228460983191
2021-04-18,0.0,0.0,0.0,0.0,0.0
2021-04-19,0.500003814697,1.38084280491,0.880838990211,0.692664699054,0.204268840943
2021-04-20,0.489132374525,1.04899644852,0.559864073992,0.568528770113,0.114240782329
2021-04-21,12.8084030151,19.8518180847,7.04341506958,15.4252634725,1.00954113177
2021-04-22,0.10001078248,3.77557992935,3.67556914687,0.688334568323,0.761430652948
2021-04-23,0.489179641008,7.07775688171,6.58857724071,2.08744643675,1.13746102043
2021-04-24,0.715430021286,4.21652269363,3.50109267235,1.93154190297,0.537565952298
2021-04-25,21.6000652313,32.3228874207,10.7228221893,23.8547094545,2.2402753812
2021-04-26,1.62710416317,9.09998416901,7.47288000584,7.81374170052,1.6780534172
2021-04-27,1.139789333e-06,0.158754393458,0.158753253669,0.02466941634,0.0255852025954
2021-04-28,0.200019612908,1.63723266125,1.43721304834,0.48787820445,0.254882376735
